Koreana ID,Title (Chinese),volume start,page start,page end ,volume end,Taisho ID,Title (Korean),Other IDs,,
K 760,鬼問目連經,38,304,305,38,T734,귀문목련경,"(XIX:733),(H. 707)",,
K 761,阿難問事佛吉凶經,38,306,308,38,T492,아난문사불길흉경,"(XIX:735),(H. 478)",,
K 762,摩登女解形中六事經,38,308,309,38,T552,마등녀해형중육사경,"(XIX:737),(H. 535)",,
K 763,餓鬼報應經,38,310,312,38,,아귀보응경,(H. 719),,
K 764,舍頭諫太子二十八宿經,38,313,325,38,T1301,사두간태자이십팔숙경,"(XIX:742),(H. 1066)",,
K 765,修行本起經,38,326,341,38,T184,수행본기경,"(XIX:755),(H. 184)",,
K 766,摩登伽經,38,341,357,38,T1300,마등가경,"(XIX:770),(H. 1065)",,
K 767,雜藏經,38,357,361,38,T745,잡장경,"(XIX:786),(H. 718)",,
K 768,五母子經,38,362,362,38,T555,오모자경,"(XIX:791),(H. 537)",,
K 769,沙彌羅經,38,363,363,38,T750,사미라경,"(XIX:792),(H. 723)",,
K 770,阿難分別經,38,364,366,38,T495,아난분별경,"(XIX:793),(H. 481)",,
K 771,玉耶經,38,366,368,38,T143,옥야경,"(XIX:795),(H. 143)",,
K 772,玉耶女經,38,368,369,38,T142,옥야녀경,"(XIX:797),(H. 142)",,
K 773,慢法經,38,370,370,38,T739,만법경,"(XIX:799),(H. 712)",,
K 774,阿遬達經,38,371,371,38,T141,아수달경,"(XIX:800),(H. 141)",,
K 775,太子瑞應本起經,38,372,386,38,T185,태자서응본기경,"(XIX:801),(H. 185)",,
K 776,長者音悅經,38,387,389,38,T531,장자음열경,"(XIX:816),(H. 515)",,
K 777,過去現在因果經,38,389,435,38,T189,과거현재인과경,"(XIX:818),(H. 189)",,
K 778,四十二章經,38,436,438,38,T784,사십이장경,"(XIX:865),(H. 755)",,
K 779,海八德經,38,439,440,38,T35,해팔덕경,"(XIX:868),(H. 35)",,
K 780,龍王兄弟經,38,440,441,38,T597,용왕형제경,"(XIX:869),(H. 579)",,
K 781,罪業應報教化地獄經,38,441,443,38,T724,죄업응보교화지옥경,"(XIX:870),(H. 697)",,
K 782,捺女祗域因緣經,38,444,451,38,T553,내녀기역인연경,"(XIX:873),(H. 571)",,
K 783,法海經,38,452,453,38,T34,법해경,"(XIX:881),(H. 34)",,
K 784,七女經,38,453,456,38,T556,칠녀경,"(XIX:882),(H. 538)",,
K 785,蓱沙王五願經,38,456,459,38,T511,평사왕오원경,"(XIX:885),(H. 495)",,
K 786,八師經,38,460,461,38,T581,팔사경,"(XIX: 889),(H. 563)",,
K 787,琉璃王經,38,462,465,38,T513,유리왕경,"(XIX:891),(H. 497)",,
K 788,所欲致患經,38,465,467,38,T737,소욕치환경,"(XIX:894),(H. 710)",,
K 789,堅意經,38,468,469,38,T733,견의경,"(XIX:897),(H. 706)",,
K 790,三摩竭經,38,469,472,38,T129,삼마갈경,"(XIX:898),(H. 130)",,
K 791,阿闍世王問五逆經,38,473,475,38,T508,아사세왕문오역경,"(XIX:902),(H. 492)",,
K 792,貧窮老公經,38,475,476,38,T797,빈궁노공경,"(XIX:904),(H. 768)",,
K 793,得道梯橙錫杖經,38,477,478,38,T785,득도제등석장경,"(XIX:906),(H. 756)",,
K 794,越難經,38,479,479,38,T537,월난경,"(XIX:908),(H. 521)",,
K 795,進學經,38,480,480,38,T798,진학경,"(XIX:906),(H. 769)",,
K 796,淨飯王般涅槃經,38,481,483,38,T512,정반왕반열반경,"(XIX:910),(H. 496)",,
K 797,五苦章句經,38,484,489,38,T741,오고장구경,"(XIX:913),(H. 714)",,
K 798,禪祕要法經,38,490,530,38,T613,선비요법경,"(XIX:919),(H. 594)",,
K 799,生經,38,530,583,38,T154,생경,"(XIX:959),(H. 155)",,
K 800,義足經,38,583,603,38,T198,의족경,"(XIX:1012),(H. 201)",,
K 801,正法念處經,36,238,118,37,T721,정법염처경,"(XX:1),(H. 696)",,
K 802,佛本行集經,37,119,525,37,T190,불본행집경,"(XX:586),(H. 191)",,
K 803,本事經,37,526,573,37,T765,본사경,"(XX:993),(H. 736)",,
K 804,興起行經,37,574,588,37,T197,흥기행경,"(XX:1041),(H. 200)",,
K 805,佛爲首迦長者說業報差別經,38,16,22,38,T80,불위수가장자설업보차별경,"(XX:1056),(H. 81)",,
K 806,大安般守意經,38,22,37,38,T602,대안반수의경,"(XX:1062),(H.584)",,
K 807,陰持入經,38,38,53,38,T603,음지입경,"(XX:1078),(H. 585)",,
K 808,處處經,38,53,60,38,T730,처처경,"(XX:1093),(H. 703)",,
K 809,罵意經,38,61,67,38,T732,매의경,"(XX:1101),(H. 705)",,
K 810,分別善惡所起經,38,68,75,38,T729,분별선악소기경,"(XX:1108),(H. 702)",,
K 811,出家功德因綠經,38,76,76,38,T791,출가공덕인연경,"(XX:1116),(H. 762)",,
K 812,十八泥犁經,38,77,79,38,T731,십팔니리경,"(XX:1117),(H. 704)",,
K 813,阿含正行經,38,80,81,38,T151,아함정행경,"(XX:1120),(H. 152)",,
K 814,禪行法想經,38,82,82,38,T605,선행법상경,"(XX:1121),(H. 587)",,
K 815,長者子懊惱三處經,38,83,83,38,T525,장자자오뇌삼처경,"(XX:1123),(H. 509)",,
K 816,須摩提長者經,38,84,87,38,T530,수마제장자경,"(XX:1123),(H. 514)",,
K 817,阿難四事經,38,88,89,38,T493,아난사사경,"(XX:1127),(H. 479)",,
K 818,猘狗經,38,90,90,38,T214,제구경,"(XX:1129),(H. 213)",,
K 819,黑氏梵志經,38,91,92,38,T583,흑시범지경,"(XX:1130),(H. 565)",,
K 820,四願經,38,93,93,38,T735,사원경,"(XX:1132),(H. 708)",,
K 821,未生寃經,38,94,95,38,T507,미생원경,"(XX:1133),(H. 491)",,
K 822,阿鳩留經,38,96,97,38,T529,아구류경,"(XX:1135),(H. 513)",,
K 823,八關齋經,38,98,98,38,T89,팔관제경,"(XX:1137),(H. 90)",,
K 824,分別經,38,99,101,38,T738,분별경,"(XX:1138),(H. 711)",,
K 825,法受塵經,38,102,102,38,T792,법수진경,"(X X:1141),(H. 763)",,
K 826,揵陀國王經,38,103,103,38,T506,건타국왕경,"(XX:1142),(H. 490)",,
K 827,孝子經,38,104,104,38,T687,효자경,"(XX:1143),(H. 663)",,
K 828,燈指因緣經,38,105,109,38,T703,등지인연경,"(XX:1144),(H. 679)",,
K 829,佛五百弟子自說本起經,38,109,120,38,T199,불오백제자자설본기경,"(XX:1148),(H. 195)",,
K 830,四自侵經,38,120,122,38,T736,사자침경,"(XX:1159),(H. 709)",,
K 831,大迦葉本經,38,123,125,38,T496,대가섭본경,"(XX:1162),(H. 482)",,
K 832,自愛經,38,125,127,38,T742,자애경,"(XX:1164),(H. 715)",,
K 833,忠心經,38,128,129,38,T743,충심경,"(XX:1167),(H. 716)",,
K 834,呵鵰阿那鋡經,38,130,130,38,T538,가조아나함경,"(XX:1169),(H. 522)",,
K 835,見正經,38,131,134,38,T796,견정경,"(XX:1170),(H. 767)",,
K 836,阿難七夢經,38,135,135,38,T494,아난칠몽경,"(XX:1174),(H. 480)",,
K 837,婦人遇辜經,38,136,136,38,T571,부인우고경,"(XX:1175),(H. 553)",,
K 838,罪福報應經,38,137,138,38,T747,죄복보응경,"(XX:1176),(H. 720)",,
K 839,摩訶迦葉度貧母經,38,139,140,38,T497,마하가섭도빈모경,(XX:1178),,
K 840,十二品生死經,38,141,141,38,T753,십이품생사경,"(XX:1180),(H. 725)",,
K 841,五恐怖世經,38,142,142,38,T1481,오공포세경,"(XX:1181),(H. 1219)",,
K 842,弟子死復生經,38,143,145,38,T826,제자사부생경,"(XX:1182),(H. 796)",,
K 843,佛大僧大經,38,146,148,38,T541,불대승대경,"(XX:1185),(H. 525)",,
K 844,耶祗經,38,149,149,38,T542,야기경,"(XX:1188),(H. 526)",,
K 845,摩達國王經,38,150,150,38,T519,마달국왕경,"(XX:1189),(H. 503)",,
K 846,旃陀越國王經,38,151,152,38,T518,전타월국왕경,"(XX:1190),(H. 502)",,
K 847,五無反復經,38,152,153,38,T751,오무반복경,"(XX:1191),(H. 724)",,
K 848,末羅王經,38,154,155,38,T517,말라왕경,"(XX:1193),(H. 501)",,
K 849,佛爲年少比丘說正事經,38,155,155,38,T502,불위년소비구설정사경,"(XX:1194),(H. 486)",,
K 850,羅云忍辱經,38,156,157,38,T500,나운인욕경,"(XX:1195),(H. 484)",,
K 851,沙曷比丘功德經,38,157,158,38,T501,사갈비구공덕경,"(XX:1196),(H. 485)",,
K 852,懈怠耕者經,38,159,160,38,T827,해태경자경,"(XX:1198),(H. 797)",,
K 853,大魚事經,38,160,160,38,T216,대어사경,"(XX:1199),(H. 215)",,
K 854,辯意長者子經,38,161,164,38,T544,변의장자자경,"(XX:1200),(H. 527)",,
K 855,無垢優婆夷問經,38,165,166,38,T578,무구우바이문경,"(XX:1204),(H. 560)",,
K 856,四天王經,38,166,167,38,T590,사천왕경,"(XX:1205),(H. 572)",,
K 857,時非時經,38,168,168,38,T794,시비시경,"(XX:1207),(H. 765)",,
K 858,因緣僧護經,38,169,178,38,T749,인연승호경,"(XX:1208),(H. 722)",,
K 859,盧至長者因緣經,38,179,183,38,T539,노지장자인연경,"(XX:1218),(H. 523)",,
K 860,出家功德經,38,184,186,38,T707,출가공덕경,"(XX:1223),(H. 683)",,
K 861,無上處經,38,186,186,38,T800,무상처경,"(XX:1225),(H. 771)",,
K 862,木槵子經,38,187,187,38,T786,목환자경,"(XX:1226),(H. 757)",,
K 863,五王經,38,188,190,38,T523,오왕경,"(XX:1227),(H. 507)",,
K 864,護淨經,38,190,191,38,T748,호정경,"(XX:1239),(H. 721)",,
K 865,八無暇有暇經,38,192,195,38,T756,팔무가유가경,"(XX:1231),(H. 728)",,
K 866,療痔病經,38,195,195,38,T1325,요치병경,"(XX:1234),(H. 1073)",,
K 867,略教誡經,38,196,196,38,T799,약교계경,"(XX:1235),(H. 770)",,
K 868,譬喩經,38,197,197,38,T217,비유경,"(XX:1236),(H. 216)",,
K 869,長爪梵志請問經,38,198,199,38,T584,장조범지청문경,"(XX:1237),(H. 566)",,
K 870,無常經,38,199,200,38,T801,무상경,"(XX:1238),(H. 772)",,
K 871,受新歳經,38,201,202,38,T61,수신세경,"(XX:1240),(H. 62)",,
K 872,新歳經,38,203,205,38,T62,신세경,"(XX:1242),(H. 63)",,
K 873,比丘聽施經,38,206,207,38,T504,비구청시경,"(XX:1245),(H. 488)",,
K 874,身觀經,38,207,208,38,T612,신관경,(XX:1246),,
K 875,鬼子母經,38,208,209,38,T1262,귀자모경,"(XX:1247),(H. 1055)",,
K 876,頞多和多耆經,38,210,210,38,T740,알다화다기경,"(XX:1249),(H. 713)",,
K 877,普達王經,38,211,212,38,T522,보달왕경,"(XX:1250),(H. 506)",,
K 878,佛滅度後棺斂葬送經,38,213,214,38,T392,불멸도후관염장송경,"(XX:1252),(H. 378)",,
K 879,梵摩難國王經,38,214,214,38,T521,범마난국왕경,"(XX:1253),(H. 505)",,
K 880,栴檀樹經,38,215,216,38,T805,전단수경,"(XX:1254),(H. 776)",,
K 881,天請問經,38,216,217,38,T592,천청문경,"(XX:1255),(H. 574)",,
K 882,九橫經,38,217,217,38,T150b,구횡경,"(XX:1256),(H. 151)",,
K 883,父母恩難報經,38,218,218,38,T684,부모은난보경,"(XX:1257),(H. 660)",,
K 884,孫多耶致經,38,219,219,38,T582,손다야치경,"(XX:1258),(H. 564)",,
K 885,群牛譬經,38,220,220,38,T215,군우비경,"(XX:1259),(H. 214)",,
K 886,比丘避女惡名慾自殺經,38,221,221,38,T503,비구피녀악명욕자살경,"(XX:1260),(H. 487)",,
K 887,禪行三十匕品經,38,222,223,38,T604,선행삼십칠품경,"(XX:1261),(H. 586)",,
K 888,賢者五福德經,38,223,223,38,T777,현자오복덕경,"(XX:1262),(H. 748)",,
K 889,摩訶僧祗律,39,7,483,39,T1425,마하승기율,"(XXI:1),(H. 1163)",,
K 890,十誦律,39,484,434,40,T1435,십송율,"(XXI:478),(H. 1173)",,
K 891,根本說一切有部毘奈耶,40,435,166,41,T1442,근본설일체유부비나야,"(XXII:1)),(H. 1180)",,
K 892,根本說一切有部芯芻尼毘奈耶,41,167,339,41,T1443,근본설일체유부필추니비나야,"(XXII:423),(H. 1181)",,
K 893,根本說一切有部毘奈耶雜事,41,340,652,41,T1451,근본설일체유부비나야잡사,"(XXII:596),(H. 1190)",,
K 894,根本說一切有部尼陀那目得迦,41,653,714,41,T1452,근본설일체유부니타나목득가,"(XXII:909),(H. 1187)",,
K 895,彌沙塞部和醯五分律,42,7,298,42,T1421,미사새부화혜오분율,"(XXII:971),(H. 1159)",,
K 896,四分律,42,299,250,43,T1428,사분율,"(XXIII:1),(H. 1172)",,
K 897,根本說一切有部苾芻尼戒經,43,251,265,43,T1455,근본설일체유부필추니계경,"(XXIII:639),(H. 1189)",,
K 898,根本說一切有部戒經,43,266,277,43,T1454,근본설일체유부계경,"(XIII:654),(H. 1188)",,
K 899,十誦比丘尼波羅提木叉戒本,43,278,291,43,T1437,십송비구니바라제목차계본,"(XXIII:666),(H. 1175)",,
K 900,摩訶僧祗比丘尼戒本,43,292,303,43,T1427,마하승기비구니계본,"(XXIII:680),(H. 1165)",,
K 901,彌沙塞五分戒本,43,304,314,43,T1422,미사새오분계본,"(XXIII:692),(H. 1160)",,
K 902,十誦比丘波羅提木叉戒本,43,315,326,43,T1436,십송비구바라제목차계본,"(XXIII:703),(H. 1174)",,
K 903,摩訶僧祗律大比丘戒本,43,327,336,43,T1426,마하승기율대비구계본,"(XXIII:715),(H..1164)",,
K 904,四分僧戒本,43,337,347,43,T1430,사분승계본,"(XXIII:725),(H. 1167)",,
K 905,五分比丘尼戒本,43,348,360,43,T1423,오분비구니계본,(XXIII:736),,
K 906,沙彌十戒法幷威儀,43,361,370,43,T1471,사미십계법병위의,"(XXIII:749),(H. 1209)",,
K 907,舍利佛問經,43,371,375,43,T1465,사리불문경,"(XXIII:759),(H. 1203)",,
K 908,四分尼戒本,43,376,390,43,T1431,사분니계본,"(XXIII:764),(H. 1168)",四分比丘尼戒本,
K 909,四分比丘戒本,43,391,401,43,T1429,사분비구계본,"(XXIII:764),(H. 1166)",,
K 910,解脫戒經,43,402,411,43,T1460,해탈계명,"(XXIII:790),(H. 1199)",,
K 911,沙彌威儀,43,412,416,43,T1472,사미위의,"(XXIII:800),(H. 1210)",,
K 912,沙彌尼離戒文,43,417,418,43,T1475,사미니이계문,"(XXIII:805),(H. 1213)",,
K 913,沙彌尼戒經,43,419,420,43,T1474,사미니계경,"(XXIII:807),(H. 1212)",,
K 914,根本說一切有部百一羯磨,43,421,489,43,T1453,근본설일체유부백일갈마,"(XXIII:809),(H. 1193)",,
K 915,羯磨,43,490,509,43,T1433,갈마,"(XXIII:878),(H. 1170)",,
K 916,彌沙塞羯磨本,43,510,525,43,T1424,미사새갈마본,"(XXIII:898),(H. 1152)",,
K 917,大沙門百一羯磨法,43,526,535,43,T1438,대사문백일갈마법,"(XXIII:914),(H. 1176)",,
K 918,曇無德律部雜羯磨,43,536,551,43,T1432,담무덕율부잡갈마,"(XXIII:924),(H. 1169)",,
K 919,四分比丘尼羯磨法,43,552,560,43,T1434,사분비구니갈마법,"(XXIII:940),(H. 1171)",,
K 920,十誦羯磨比丘要用,43,561,572,43,T1439,십송갈마비구요용,"(XXIII:949),(H. 1177)",,
K 921,優波離問佛經,43,573,583,43,T1466,우바리문불경,"(XXIII:961),(H. 1204)",,
K 922,曇無德部四分律刪補隨機羯磨,43,584,609,43,T1808,담무덕부사분율산보수기갈마,(XXIII:972),,
K 923,僧羯磨,43,610,649,43,T1809,승갈마,(XXIII:998),,
K 924,尼羯磨,43,650,684,43,T1810,니갈마,(XXIII:1038),,
K 925,根本說一切有部毘奈耶頌,43,685,721,43,T1459,근본설일체유부비나야송,"(XXIII:1073),(H. 1196)",,
K 926,大愛道比丘尼經,43,722,736,43,T1478,대애도비구니경,"(XXIII:1110),(H. 1216)",,
K 927,根本說一切有部毘奈耶尼陀那目得迦攝頌,43,737,741,43,T1456,근본설일체유부비나야니타나목득가섭송,"(XXIII:1125),(H. 1194)",,
K 928,根本說一切有部略毘奈耶雜事攝頌,43,742,744,43,T1457,근본설일체유부약비나야잡사섭송,"(XXIII:1130),(H. 1195)",,
K 929,目連問戒律中五百輕重事,43,745,761,43,T1483,목연문계율중오백경중사,"(XXIII:1133),(H. 1221)",,
K 930,優婆塞五戒相經,43,762,768,43,T1476,우바새오계상경,"(XXIII:1150),(H. 1214)",,
K 931,迦葉禁戒經,43,769,770,43,T1469,가섭금계경,"(XXIII:1157),(H. 1207)",,
K 932,犯戒罪報輕重經,43,771,771,43,T1467,범계죄보경중경,"(XXIII:1159),(H. 1205)",,
K 933,戒消災經,43,772,773,43,T1477,계소재경,"(XXIII:1160),(H. 1215)",,
K 934,根本薩婆多部律攝,44,7,134,44,T1458,근본살파다부율섭,"(XXIV:1),(H. 1197)",,
K 935,薩婆多部毘尼摩得勒伽,44,135,225,44,T1441,살바다부비니마득륵가,"(XXIV:129),(H. 1179)",,
K 936,鼻奈耶,44,226,299,44,T1464,비나야,"(XXIV:220),(H. 1202)",,
K 937,善見律毘婆沙,44,300,478,44,T1462,선견율비바사,"(XXIV:294),(H. 1198)",,
K 938,佛阿毘曇經出家相品第一,44,479,500,44,T1482,불아비담경출가상품제일,"(XXIV:473),(H. 1220)",,
K 939,毘尼母經,44,501,577,44,T1463,비니모경,"(XXIV:484),(H. 1201)",,
K 940,大比丘三千威儀,44,578,597,44,T1470,대비구삼천위의,"(XXIV:572),(H. 1208)",,
K 941,薩婆多毘尼毘婆娑,44,598,688,44,T1440,살바다비니비바사,"(XXIV:592),(H. 1178)",,
K 942,律二十二明了論,44,689,700,44,T1461,율이십이명료론,"(XXIV:683),(H. 1200)",,
K 943,阿毘曇八犍度論,45,7,229,45,T1543,아비담팔건도론,"(XXIV:695),(H. 1278)",,
K 944,阿毘達磨發智論,45,230,402,45,T1544,아비달마발지론,"(XXIV:918),(H. 1280)",,
K 945,阿毘達磨法薀足論,45,403,494,45,T1537,아비달마법온족론,"(XXIV:1091),(H. 1270)",,
K 946,阿毘達磨集異門足論,45,495,628,45,T1536,아비달마집이문족론,"(XXIV:1183),(H. 1269)",,
K 947,阿毘達磨識身足論,45,629,757,45,T1539,아비달마식신족론,"(XXV:1),(H. 1272)",,
K 948,阿毘達磨界身足論,45,758,776,45,T1540,아비달마계신족론,"(XXV:130),(H. 1273)",,
K 949,阿毘達磨品類足論,46,7,128,46,T1542,아비달마품류족론,"(XXV:149),(H. 1274)",,
K 950,衆事分阿毘曇論,46,129,227,46,T1541,중사분아비담론,(XXV:271),,
K 951,阿毘曇毘婆沙論,46,228,136,47,T1546,아비담비바사론,"(XXV:370),(H. 1276)",,
K 952,阿毘達磨大毘婆沙論,47,137,220,49,T1545,아비달마대비바사론,"(XXVI:1),(H. 1275)",,
K 953,阿毘達磨倶舍釋論,49,221,447,49,T1559,아비달마구사석론,"(XXVII:214),(H. 1289)",,
K 954,阿毘達磨倶舍論本頌,49,447,459,49,T1560,아비달마구사론본송,"(XXVII:440),(H.1290)",,
K 955,阿毘達磨倶舍論,49,460,686,49,T1558,아비달마구사론,(XXVII:453),,
K 956,阿毘達磨順正理論,50,7,682,50,T1562,아비달마순정리론,"(XXVII:680),(H. 1291)",,
K 957,阿毘達磨藏顯宗論,50,683,249,51,T1563,아비달마장현종론,"(XXVIII:1),(H. 1292)",,
K 958,阿毘曇心論經,51,250,302,51,T1551,아비담심론경,"(XXVIII:302),(H. 1284)",,
K 959,阿毘曇心論,51,303,338,51,T1550,아비담심론,"(XXVIII:355),(H. 1282)",,
K 960,雜阿毘曇心論,51,339,480,51,T1552,잡아비담심론,"(XXVIII:391),(H. 1281)",,
K 961,阿毘曇甘露味論,51,481,503,51,T1553,아비담감로미론,"(XXVIII:533),(H. 1285)",,
K 962,隨相論,51,503,519,51,T1641,수상론,(XXVIII:555),,
K 963,尊婆須蜜菩薩所集論,51,520,650,51,T1549,존파수밀보살소집론,"(XXVIII:572),(H. 1279)",,
K 964,入阿毘達磨論,51,650,663,51,T1554,입아비달마론,"(XXVIII:702),(H. 1286)",,
K 965,三法度論,51,664,685,51,T1506,삼법도론,"(XXVIII:716),(H. 1243)",,
K 966,成實論,51,685,151,52,T1646,성실론,"(XXVIII:737),(H. 1374)",,
K 967,立世阿毘曇論,52,152,230,52,T1644,입세아비담론,"(XXVIII:930),(H. 1373)",,
K 968,解脫道論,52,231,324,52,T1648,해탈도론,"(XXVIII:1009),(H. 1376)",,
K 969,舍利佛阿毘曇論,52,325,618,52,T1548,사리불아비담론,"(XXIX:1),(H. 1277)",,
K 970,五事毘婆沙論,52,618,630,52,T1555,오사비바사론,"(XXIX:294),(H. 1287)",,
K 971,鞞婆沙論,52,630,87,53,T1547,비바사론,(XXIX:306),,
K 972,三彌底部論,53,88,103,53,T1649,삼미저부론,"(XXIX:470),(H. 1377)",,
K 973,分別功德論,53,104,139,53,T1507,분별공덕론,"(XXIX:486),(H. 1244)",,
K 974,四諦論,53,139,176,53,T1647,사제론,"(XXIX:521),(H. 1375)",,
K 975,部執異論,53,176,180,53,T2033,부집이론,(XXIX:558),,
K 976,十八部論,53,181,184,53,T2032,십팔부론,(XXIX: 563),,
K 977,異部宗輪論,53,185,188,53,T2031,이부종륜론,(XXIX:567),,
K 978,辟支佛因緣論,53,188,198,53,T1650,벽지불인연론,"(XXIX:570),(H. 1378)",,
K 979,佛本行經,53,198,256,53,T193,불본행경,"(XXIX:580),(H. 193)",,
K 980,佛所行讚經,53,256,302,53,T192,불소행찬경,"(XXI:638),(H. 192)",,
K 981,撰集百緣經,53,302,374,53,T200,찬집백연경,"(XXIX:684),(H. 196)",,
K 982,出曜經,53,374,620,53,T212,출요경,"(XXIX:756),(H. 212)",,
K 983,賢愚經,53,620,742,53,T202,현우경,"(XXIX:1002),(H. 202)",,
K 984,修行道地經,54,9,73,54,T606,수행도지경,"(XXIX:1125),(H. 587)",,
K 985,僧伽羅刹所集經,54,73,115,54,T194,승가라찰소집경,"(XXIX:1189),(H. 194)",,
K 986,道地經,54,116,124,54,T607,도지경,"(XXIX:1232),(H. 588)",,
K 987,百喩經,54,125,145,54,T209,백유경,"(XXX:1),(H. 208)",,
K 988,菩薩本緣經,54,146,171,54,T153,보살본연경,"(XXX:22),(H. 154)",,
K 989,大乘修行菩薩行門諸經要集,54,172,212,54,T847,대승수행보살행문제경요집,(XXX:48),,
K 990,付法藏因緣傳,54,212,251,54,T2058,부법장인연전,(XXX:88),,
K 991,坐禪三昧經,54,252,275,54,T614,좌선삼매경,"(XXX:128),(H. 595)",,
K 992,惟日雜難經,54,275,282,54,T760,유입잡난경,"(XXX:151),(H. 732)",,
K 993,佛使比丘迦旃延說法沒盡偈,54,282,285,54,T2029,불사비구가전연설법몰진게,(XXX:158),,
K 994,迦葉赴佛般涅槃經,54,285,286,54,T393,가섭부불반열반경,"(XXX:161),(H. 379)",,
K 995,四品學法經,54,286,287,54,T771,사품학법경,"(XXX:162),(H. 742)",,
K 996,菩薩訶色欲法經,54,287,287,54,T615,보살하색욕법경,"(XXX:163),(H. 596)",,
K 997,佛入涅槃密迹金剛力士哀戀經,54,288,290,54,T394,불입열반밀적금강역사애련경,"(XXX:164),(H. 380)",,
K 998,佛醫經,54,291,292,54,T793,불의경,"(XXX:167),(H. 764)",,
K 999,治意經,54,293,293,54,T96,치의경,"(XXX:169),(H. 97)",,
K 1000,佛治身經,54,293,294,54,T795,불치신경,"(XXX:169),(H. 766)",,
K 1001,雜寶藏經,54,294,367,54,T203,잡보장경,"(XXX:170),(H. 203)",,
K 1002,那先比丘經,54,367,382,54,T1670a,나선비구경,"(XXX:243),(H. 1397)",,
K 1003,達摩多羅禪經,54,382,408,54,T618,달마다라선경,"(XXX:258),(H. 599)",,
K 1004,禪法要解,54,408,425,54,T616,선법요해,"(XXX:284),(H. 597)",,
K 1005,舊雜譬喩經,54,425,442,54,T206,구잡비유경,"(XXX:301),(H. 206)",,
K 1006,五門禪經要用法,54,443,453,54,T619,오문선경요용법,"(XXX:319),(H. 600)",,
K 1007,雜譬喩經,54,454,458,54,T204,잡비유경,"(XXX:330),(H. 204)",,
K 1008,法觀經,54,458,461,54,T611,법관경,"(XXX:334),(H. 593)",,
K 1009,十二遊經,54,461,463,54,T195,십이유경,"(XXX:337),(H. 198)",,
K 1010,思惟略要法,54,463,468,54,T617,사유약요법,"(XXX:339),(H. 598)",,
K 1011,內身觀章句經,54,468,469,54,T610,내신관장구경,"(XXX:344),(H. 591)",,
K 1012,禪要經,54,469,471,54,T609,선요경,"(XXX:345),(H. 590)",,
K 1013,阿育王經,54,471,526,54,T2043,아육왕경,(XXX:347),,
K 1014,雜譬喩經,54,526,538,54,T205,잡비유경,"(XXX:402),(H. 205)",,
K 1015,天尊說阿育王譬喩經,54,538,541,54,T2044,천존설아육왕비유경,(XXX:414),,
K 1016,雜譬喩經,54,541,554,54,T207,잡비유경,"(XXX:417),(H. 205)",,
K 1017,阿育王傳,54,555,602,54,T2042,아육왕전,(XXX:431),,
K 1018,阿育王太子法益壞目因緣經,54,603,616,54,T2045,아육왕태자법익괴목인연경,(XXX:479),,
K 1019,四阿含暮抄解,54,617,638,54,T1505,사아함모초해,"(XXX:493),(H. 1242)",,
K 1020,法句譬喩經,54,638,684,54,T211,법구비유경,"(XXX:514),(H. 211)",,
K 1021,法句經,54,684,702,54,T210,법구경,"(XXX:560),(H. 209)",,
K 1022,撰集三藏及雜藏傳,55,8,12,55,T2026,찬집삼장급잡장전,(XXX:579),,
K 1023,阿含口解十二因緣經,55,12,15,55,T1508,아함구해십이인연경,(XXX:583),,
K 1024,一百五十讚佛頌,55,16,19,55,T1680,일백오십찬불송,"(XXX:587),(H. 1407)",,
K 1025,三慧經,55,19,24,55,T768,삼혜경,"(XXX:590),(H. 739)",,
K 1026,阿毘曇五法行經,55,25,30,55,T1557,아비담오법행경,"(XXX:596),(H. 1288)",,
K 1027,迦葉結經,55,31,33,55,T2027,가섭결경,(XXX:601),,
K 1028,小道地經,55,34,35,55,T608,소도지경,"(XXX:605),(H. 589)",,
K 1029,文殊師利發願經,55,36,36,55,T296,문수사리발원경,"(XXX:607),(H. 289)",,
K 1030,六菩薩亦當誦持經,55,37,37,55,T491,육보살역당송지경,"(XXX:608),(H. 477)",,
K 1031,讚觀世音菩薩頌,55,37,38,55,T1052,찬관세음보살송,"(XXX:608),(H. 933)",,
K 1032,金七十論,55,39,65,55,T2137,금칠십론,(XXX:610),,
K 1033,無明羅刹集,55,65,77,55,T720,무명나찰집,"(XXX:636)),(H. 695)",,
K 1034,迦丁比丘說當來變經,55,81,81,55,T2028,가정비구설당래변경,(XXX:648),,
K 1035,馬鳴菩薩傳,55,81,83,55,T2046,마명보살전,(XXX:652),,
K 1036,龍樹菩薩勸誡王頌,55,83,86,55,T1674,용수보살권계왕송,"(XXX:654),(H. 1401)",,
K 1037,勸發諸王要偈,55,86,89,55,T1673,권발제왕요게,"(XXX:655),(H. 1400)",,
K 1038,婆藪槃豆法師傳,55,89,94,55,T2049,바수반두법사전,(XXX:660),,
K 1039,賓頭盧突羅闍爲優陀延王說法經,55,94,97,55,T1690,빈두로돌라사위우타연왕설법경,"(XXX:665),(H. 1416)",,
K 1040,提婆菩薩傳,55,98,99,55,T2048,제바보살전,(XXX:669),,
K 1041,龍樹菩薩傳,55,100,101,55,T2047,용수보살전,(XXX:671),,
K 1042,請賓頭盧法,55,102,102,55,T1689,청빈두로법,"(XXX:673),(H. 1415)",,
K 1043,龍樹菩薩爲禪陀迦王說法要偈,55,103,106,55,T1672,용수보살위선타가왕설법요게,"(XXX:674),(H. 1399)",,
